order_id,customer_id,customer_name,product_category,product_name,product_id,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
324,28-9372291,Mirabella Ebbitt,Automotive,Antifreeze,604,UPI,7,$98.08 ,9/10/2021 17:29,Ireland,Daingean,ebay.com,82-3205201,Y,
325,68-4521154,Ralina Timothy,Entertainment,Board Game,505,Card,5,$216.89 ,12/12/2021 17:08,Philippines,Tambilil,costco.com,44-2504609,N,Invalid Card Number
326,00-8637184,Sioux Enden,Office Supplies,Pen,101,Card,4,$6.77 ,9/3/2021 21:08,China,Fengle,alibaba.com,26-6165424,N,Invalid Card Number
327,68-7266970,Rosabel Hug,Automotive,Power Steering Fluid,603,Wallet,2,$26.76 ,11/27/2021 23:29,Brazil,Boa Esperança,amazon.com,15-4300037,Y,
328,86-5205079,Shelton Joselovitch,Automotive,Engine Oil,601,UPI,2,$80.44 ,5/10/2021 10:00,Argentina,Pampa de los Guanacos,samsclub.com,39-6130988,Y,
329,34-3453606,Mellie Mattiussi,Grocery,Gallon of Milk,302,Card,1,$5.24 ,3/15/2021 2:38,Czech Republic,Pacov,costco.com,90-2337350,N,Invalid Billing Address
330,15-1000477,Nonnah Hambridge,Clothing,Jeans,402,Card,6,$315.71 ,3/27/2021 14:06,Chad,Koumra,ebay.com,02-9116391,Y,
331,58-5411052,Anabella Westfield,Outdoor Equipment,Watering Can,204,Internet Banking,7,$51.23 ,2/3/2021 22:33,China,Xiongzhou,ebay.com,24-3562094,N,Invalid Card Number
332,68-3473106,Gale Saul,Automotive,Antifreeze,604,Card,4,$34.54 ,5/20/2021 20:56,Philippines,Banawang,samsclub.com,68-2770923,N,Invalid Card Number
333,53-3176851,Andra Hacun,Grocery,Chicken Breast,301,Wallet,-1,$8.99 ,2/20/2021 14:41,China,Dongqu,costco.com,86-6792990,N,Invalid Billing Address
334,43-2310955,Nanny Coling,Electronics,Desktop,3,Internet Banking,1,$13.80 ,1/21/2021 16:44,Ireland,Dunlewy,costco.com,09-7230015,Y,
335,69-1555677,Alejandrina Challenger,Health & Beauty,Toothpaste,804,Wallet,6,$14.12 ,6/8/2021 18:32,Venezuela,Santa Rita,walmart.com,04-6820838,Y,
336,43-0450052,Bennie Colyer,Clothing,Shoes,405,Card,7,$245.58 ,12/5/2021 2:30,Russia,Olenyok,costco.com,66-5469827,Y,
337,93-1413357,Ado Alliston,Clothing,Jeans,402,UPI,5,$356.10 ,7/4/2021 18:59,Portugal,Monte,samsclub.com,72-8724463,Y,
338,51-3501400,Anselma Tamplin,Health & Beauty,Toothpaste,804,Internet Banking,4,$100.00 ,6/8/2021 17:22,China,Wenxing,alibaba.com,16-1614481,N,Invalid CVV
339,28-4305859,Willow,Clothing,Dress Shirt,401,Internet Banking,5,$130.05 ,12/2/2021 1:06,Morocco,Bigoudine,targt.com,24-5439405,N,Invalid Billing Address
340,20-1434552,Susannah Brittain,Office Supplies,Ream of Paper,102,UPI,3,$80.25 ,11/18/2021 11:33,China,Zhangdan,target.com,05-7573359,Y,
341,36-0012657,Karilynn Scripps,Automotive,Antifreeze,604,UPI,6,$30.49 ,5/24/2021 19:43,Portugal,Aveleda,ebay.com,44-3076218,Y,
342,24-1522664,Natalya Crosi,Automotive,Floor Mat,605,Wallet,5,$242.68 ,8/9/2021 22:51,Russia,Yur’yev-Pol’skiy,costco.com,66-4432487,Y,
343,74-2906163,Trixi Leftly,Outdoor Equipment,Watering Can,204,Wallet,8,$124.61 ,11/12/2021 9:18,China,Yashan,ebay.com,16-5159880,Y,
344,30-2362761,Cassandre Bretherton,Home Goods,Candles,701,Card,41,$488.99 ,10/6/2021 11:07,China,Bozhou,target.com,84-0863758,Y,
345,94-5859401,Traver Debenham,Electronics,Tablet,4,Wallet,2,$899.89 ,10/1/2021 19:50,Portugal,Agualva de Cima,ebay.com,15-0974551,Y,
346,89-0036932,Nevile Grinston,Grocery,Chicken Breast,301,Wallet,1,"$28,291.18 ",2/17/2021 2:24,China,Wangjiaping,samsclub.com,93-1561618,Y,
347,48-1339322,Sheppard Gothrup,Grocery,Eggs,303,Wallet,3,$20.80 ,3/27/2021 22:16,Albania,Gradishtë,alibaba.com,11-2468183,Y,
348,82-3779410,Mason Damp,Outdoor Equipment,Baseball Bat,201,Card,10,$860.60 ,8/11/2021 8:09,Sweden,Hällefors,ebay.com,24-2246949,Y,
349,64-3942214,Martica Bolland,Automotive,Engine Oil,601,UPI,3,$175.48 ,2/14/2021 1:20,China,Ansheng,walmart.com,00-1538404,Y,
350,76-8998240,Valenka Mougeot,Electronics,Tablet,4,UPI,8,$206.32 ,8/16/2021 4:15,Brazil,Jaraguá,ebay.com,15-3423972,Y,
351,55-8042150,Rena Jossel,Office Supplies,Folder,104,UPI,10,$884.25 ,6/20/2021 7:08,Azerbaijan,Yeni Suraxanı,samsclub.com,63-5596975,N,Invalid Billing Address
352,79-0708316,Adella Busk,Home Goods,Storage Container,704,Wallet,9,$372.27 ,4/9/2021 3:48,Malta,Kerċem,walmart.com,12-7783485,Y,
353,89-4972305,Nestor Hannay,Health & Beauty,Deodorant,803,Internet Banking,1,$876.17 ,7/26/2021 7:12,Argentina,Tecka,ebay.com,70-3083339,Y,
354,58-6573487,Meridel Repper,Automotive,Floor Mat,605,Wallet,5,$10.61 ,4/29/2021 16:49,Texas,Koksovyy,amazon.com,54-4625830,N,Invalid Card Number
355,44-8774237,Pammy Spreag,Homie Hoods,Candlies,701,Card,10,$711.81 ,2/2/2021 3:58,Colombia,Guacarí,alibaba.com,26-5144566,Y,
356,71-5805220,Gates Scanes,Electronics,Cell Phone,5,Internet Banking,3,$903.78 ,9/1/2021 22:19,Mexico,El Refugio,alibaba.com,31-6773427,N,Insufficient Funds
357,62-1805320,Agretha Coll,Health & Beauty,Face Lotion,801,Card,4,$75.23 ,5/17/2021 3:16,Venezuela,Caucagüito,ebay.com,64-2229166,N,Invalid Expiration Date
358,97-4264686,Sashenka Hatwells,Grocery,Eggs,303,Internet Banking,1,$10.45 ,10/1/2021 7:07,China,Daidaon,amazon.com,65-7030309,Y,
359,93-7186680,Cash Schimann,Electronics,TV,2,Card,3,$836.52 ,12/15/2021 20:42,Philippines,Maagnas,ebay.com,43-9124128,Y,
360,99-6839693,Tatum Fadian,Outdoor Equipment,Tent,205,Card,8,$421.08 ,8/13/2021 12:50,Indonesia,Menanga,walmart.com,26-2248420,Y,
361,62-9016095,Anna-diane Fakes,Outdoor Equipment,Baseball Bat,201,Internet Banking,3,$583.46 ,8/29/2021 17:33,Ghana,Foso,amazon.com,72-3718643,Y,
362,40-3709954,Gualterio Mouat,Clothing,Shoes,405,UPI,5,$198.02 ,11/27/2021 18:30,Portugal,Ponte,alibaba.com,02-8281256,N,Invalid Card Number
363,08-1830906,Bryn Lynock,Clothing,Jeans,402,UPI,1,$36.31 ,10/27/2021 1:33,Russia,Trudobelikovskiy,target.com,35-7321466,Y,
364,02-1538739,Kirstin Beathem,Outdoor Equipment,Gardening Shovel,202,Wallet,7,$281.89 ,9/6/2021 0:11,Canada,North Saanich,target.com,87-6170849,Y,
365,74-3174670,Honey Moncreiff,Grocery,Gallon of Milk,302,Internet Banking,10,$103.82 ,3/17/2021 3:04,Czech Republic,Dolní Čermná,walmart.com,73-9792303,N,Insufficient Funds
366,41-7426246,Kevina Bremeyer,Office Supplies,Folder,104,Wallet,6,$316.09 ,1/19/2021 20:43,United States,Waterbury,ebay.com,63-8666802,Y,
367,68-0891245,Felicia Gossling,Entertainment,Dominoes,504,Wallet,3,$39.90 ,3/12/2021 17:42,Poland,Nowosielce,walmart.com,45-5538835,N,Insufficient Funds
368,71-9135856,Ulrika Rackley,Outdoor Equipment,Hatchet,203,Wallet,9,$667.28 ,5/18/2021 13:52,Poland,Gnieżdżewo,alibaba.com,43-0143393,N,Invalid Expiration Date
369,18-5146749,Michele Sabin,Home Goods,Rugs,705,Wallet,7,$915.29 ,10/4/2021 21:17,Peru,Mocupe,amazon.com,56-5369525,Y,
370,67-6113660,Sloan Pittoli,Automotive,Power Steering Fluid,603,Card,2,$232.17 ,11/1/2021 22:15,Chile,Vicuña,walmart.com,21-3159272,Y,
371,10-7630884,Revkah Di Matteo,Home Goods,Candles,701,Card,3,$31.01 ,2/13/2021 5:07,China,Luoluopu,costco.com,59-8941632,Y,
372,91-3261600,Lia Spancock,Entertainment,CD,502,Internet Banking,2,$18.38 ,12/19/2021 5:47,Czech Republic,Rokytnice,amazon.com,81-9713920,N,Insufficient Funds
373,91-6710524,Hank McNaught,Entertainment,Movie/DVD/BlueRay,501,UPI,9,$99.12 ,2/26/2021 18:11,Philippines,Montilla,samsclub.com,36-0749233,Y,
374,19-3900610,Romy Mandell,Entertainment,Dominoes,504,UPI,1,$9.94 ,4/9/2021 21:09,Panama,Palmira,walmart.com,08-0525140,Y,
375,19-8750232,Lazar Girardez,Clothing,Dress Shirt,401,UPI,8,$213.13 ,9/21/2021 23:01,Cameroon,Garoua,amazon.com,61-2649916,Y,
376,61-9908377,Ulrich Galgey,Clothing,Suit Jacket,403,Card,10,$830.72 ,1/30/2021 10:21,Benin,Comé,costco.com,98-1371502,N,Invalid Expiration Date
377,16-6938525,Arline Sawle,Grocery,Gardening Shovel,202,Wallet,6,$334.78 ,11/6/2021 9:52,Greenland,Aasiaat,ebay.com,59-5768507,N,Invalid Card Number
378,28-7260803,Trudie Shadfourth,Outdoor Equipment,Tent,205,Card,6,$403.04 ,12/26/2021 16:14,Bosnia and Herzegovina,Šipovo,amazon.com,87-6744016,Y,
379,15-3353772,Eldin Carle,Clothing,Tie,404,Wallet,4,$143.68 ,4/8/2021 19:44,Bangladesh,Kishorganj,costco.com,40-9221828,Y,
380,33-5902123,Deni Losselyong,Office Supplies,Folder,104,Card,6,$421.88 ,1/5/2021 4:18,Japan,Minokamo,walmart.com,77-3555521,Y,
381,85-3723022,Laughton McFetridge,Electronics,Desktop,3,UPI,3,$554.91 ,11/9/2021 1:07,Belarus,Mosar,costco.com,45-0837150,Y,
382,23-0871165,Normy Finlay,Electronics,Tablet,4,Wallet,7,$855.52 ,2/8/2021 16:58,Chile,Vicuña,walmart.com,86-5992340,N,Invalid CVV
383,45-7210751,Alyosha Bentzen,Electronics,Desktop,3,UPI,3,$830.72 ,6/25/2021 8:43,China,Taizi,samsclub.com,76-0794492,N,Invalid CVV
384,02-8029869,Kassey Coulthart,Automotive,Antifreeze,604,UPI,1,$956.42 ,3/17/2021 1:59,Indonesia,Muaratiga,amazon.com,50-8380461,Y,
385,09-1645912,Candis Myers,Electronics,Tablet,4,Wallet,10,$216.75 ,8/10/2021 17:11,China,Ningmute,samsclub.com,34-3476630,N,Invalid Billing Address
386,32-6275499,Jethro Bes,Office Supplies,Stapler,103,Internet Banking,12,$74.21 ,7/26/2021 18:05,Indonesia,Panimbang,target.com,96-6074229,Y,
387,75-2670930,Costa Cowmeadow,Outdoor Equipment,Tent,205,UPI,8,$661.98 ,11/16/2021 5:26,Russia,Sochi,target.com,24-1898644,Y,
388,41-3486318,Diane Strand,Outdoor Equipment,Baseball Bat,201,UPI,8,$245.12 ,11/15/2021 1:11,China,Xinzhan,samsclub.com,75-7829289,Y,
389,33-5416146,Alvis Pavlovsky,Entertainment,Board Game,505,UPI,8,$171.90 ,12/17/2021 19:24,Bulgaria,Ruen,ebay.com,12-5067037,Y,
390,60-4492678,Jarvis Brookton,Automotive,Antifreeze,604,Card,8,$312.74 ,11/20/2021 21:10,Colombia,Anolaima,walmart.com,95-0546138,N,Invalid CVV
391,72-2223289,Susanna Drayson,Automotive,Shredded Cheese,304,UPI,8,$546.02 ,2/13/2021 14:56,United States,Las Vegas,alibaba.com,03-8662860,Y,
392,72-1501505,Juanita Gostick,Automotive,Engine Oil,601,Internet Banking,2,$185.43 ,7/5/2021 13:26,Indonesia,Lancar,alibaba.com,31-4321890,Y,
393,55-7715606,Bette Pues,Automotive,Windshield Washer Fluid,602,UPI,6,$61.41 ,7/28/2021 3:13,Costa Rica,San Vicente de Moravia,walmart.com,13-4390511,Y,
394,99-0934629,Mal Vlasenko,Grocery,Eggs,303,Card,8,$63.04 ,5/12/2021 19:28,China,Zhouling,target.com,89-3228054,Y,
395,58-0628911,Tallulah Booth,Grocery,Shredded Cheese,304,Internet Banking,3,$18.83 ,1/19/2021 17:48,Germany,Berlin,ebay.com,15-2791640,Y,
396,56-0942265,Carole Jacquet,Entertainment,CD,502,Wallet,1,$6.56 ,7/16/2021 2:58,Martinique,Fort-de-France,samsclub.com,26-3421742,Y,
397,09-8285754,Nara Brame,Office Supplies,Ream of Paper,102,Wallet,6,$85.50 ,5/19/2021 13:51,China,Pingshan,amazon.com,35-5758800,Y,
398,73-5922821,Barton O'Hern,Home Goods,Candles,701,Internet Banking,1,$623.10 ,1/21/2021 3:24,Russia,Molchanovo,amazon.com,21-9691478,Y,
399,64-3644729,Jamesy Edgington,Office Supplies,Stapler,103,Card,7,$104.69 ,3/19/2021 13:55,Georgia,Bakuriani,walmart.com,02-3744660,Y,
400,20-9117752,Dorry Peagrim,Clothing,Shoes,405,UPI,2,$232.62 ,6/25/2021 4:15,Lips,Bromma,costco.com,81-5154089,N,Invalid Expiration Date
401,26-2561817,Robin Meran,Entertainment,Board Game,505,Internet Banking,9,$443.25 ,2/17/2021 12:34,Indonesia,Karanggedang,ebay.com,60-5917027,Y,
402,34-7718368,Andonis Doul,Automotive,Windshield Washer Fluid,602,UPI,9,$203.34 ,10/22/2021 17:30,Mexico,San Isidro,alibaba.com,82-2085628,Y,
403,10-5588162,Jarid Vakhonin,Grocery,Gallon of Milk,302,UPI,6,$25.07 ,11/23/2021 0:55,Palestinian Territory,Kafr al Labad,samsclub.cm,07-4200349,Y,
404,05-1787418,Douglas McOmish,Outdoor Equipment,Tent,205,Wallet,2,$325.93 ,5/29/2021 18:55,Indonesia,Coratatal,amazon.com,32-3864528,N,Insufficient Funds
405,34-2576057,Budden,Electronics,Cell Phone,5,UPI,2,$4.13 ,3/3/2021 13:37,Indonesia,Gadang,samsclub.com,39-4014468,Y,
406,37-0534143,Lynn Maiden,Office Supplies,Binder,105,Card,10,$86.74 ,9/15/2021 12:22,Indonesia,Lubuk Sikaping,samsclub.com,70-3556169,Y,
407,47-1887221,Ara Putt,Home Goods,Bath Towels,703,Wallet,8,$504.68 ,4/5/2021 19:48,Egypt,Bilqās,amazon.com,52-3163093,Y,
408,35-4898295,Davie Baldery,Clothing,Dress Shirt,401,Internet Banking,3,$386.78 ,5/29/2021 18:49,United Movies,Langley,samsclub.com,95-0050447,Y,
409,52-2743986,Cami McKevin,Office Supplies,Ream of Paper,102,Wallet,8,$82.88 ,7/30/2021 20:51,Ukraine,Rybache,amazon.com,80-8003137,Y,
410,94-4012736,Alvy Bossons,Office Supplies,Binder,105,Internet Banking,1,$2.02 ,5/4/2021 2:44,Japan,Ami,target.com,93-0813183,Y,
411,32-3941797,Hobart Humes,Electronics,Desktop,3,Internet Banking,7,$640.17 ,4/10/2021 23:14,Greece,Kímolos,samsclub.com,03-8649761,Y,
412,31-2083109,Felix Galbreath,Home Goods,Storage Container,704,Internet Banking,8,$323.57 ,1/15/2021 9:15,Morocco,Kerrouchen,walmart.com,72-8743278,Y,
413,34-6961886,Whit Gisbourn,Electronics,Shampoo,802,UPI,4,$64.17 ,3/10/2021 4:16,Russia,Krasnyy Oktyabr’,walmart.com,79-6668691,N,Invalid Expiration Date
414,37-3282314,Estel Tellenbrook,Baby Products,Pacifier,905,UPI,6,$173.22 ,4/15/2021 1:29,Sweden,Stockholm,amazon.com,48-3628233,N,Insufficient Funds
415,64-1619242,Penrod Coltart,Automotive,Floor Mat,605,Card,10,$318.39 ,9/20/2021 17:56,China,Dachuan,alibaba.com,89-8387512,Y,
416,22-1539311,Hillier Dimmer,Outdoor Equipment,Hatchet,203,UPI,10,$230.88 ,1/9/2021 11:37,Indonesia,Kutasari,alibaba.com,15-2977513,Y,
417,24-4308451,Cacilie Bleything,Grocery,Chicken Breast,301,Card,9,$134.75 ,1/12/2021 19:27,China,Xinzha,samsclub.com,97-9496823,Y,
418,82-5252763,Judon Pringuer,Electronics,Cell Phone,5,UPI,2,$699.79 ,1/7/2021 16:55,Tanzania,Majengo,target.com,41-4540475,Y,
419,32-0264382,Jarrett Quesne,Office Supplies,Pen,101,Wallet,2,$104.50 ,11/19/2021 22:42,Jordan,Jāwā,alibaba.com,05-7676783,Y,
420,86-9662483,Thatch Lghan,Automotive,Windshield Washer Fluid,602,Card,8,$244.25 ,11/12/2021 21:13,Indonesia,Kopral,ebay.com,09-0598151,Y,
421,16-3516891,Skipton Killingbeck,Electronics,Laptop,1,Wallet,4,$932.79 ,6/29/2021 6:47,China,Magutian,target.com,01-4144817,Y,
422,55-9277933,Tobiah Dailey,Automotive,Power Steering Fluid,603,Internet Banking,5,$211.84 ,11/29/2021 18:07,China,Tianchi,target.com,69-0436000,Y,
423,51-0350807,Cornelle Kilshall,Electronics,Desktop,3,UPI,3,$62.48 ,9/4/2021 22:07,Noway,Gjøvik,walmart.com,08-4180855,Y,
424,50-7022611,Mellisent Openshaw,Grocery,Shredded Chees,304,Card,4,$31.22 ,3/9/2021 8:42,Croatia,Prelog,amazon.com,29-1588768,Y,
425,90-8022217,Cyndy Bisiker,Office Supplies,Ream of Paper,102,Wallet,9,$183.55 ,11/10/2021 10:43,Switzerland,Zürich,samsclub.com,84-7965836,Y,
426,36-2612995,Dex Peplay,Automotive,Power Steering Fluid,603,Wallet,10,$395.38 ,9/25/2021 10:15,Palestinian Territory,‘Aşīrah ash Shamālīyah,ebay.com,21-2952121,Y,
427,82-5737012,Berty Zucker,Clothing,Dress Shirt,401,Card,1,$136.30 ,8/3/2021 12:03,Croatia,Labin,walmart.com,15-4889746,Y,
428,00-6611846,Arabele Jacobowitz,Office Supplies,Stapler,103,Card,3,$50.46 ,9/19/2021 7:57,Philippines,Subic,samsclub.com,72-2320675,Y,
429,04-0106601,Erena Gittis,Electronics,Cell Phone,5,UPI,8,$0.98 ,5/27/2021 14:12,Japan,Inuyama,amazon.com,51-7089593,Y,
430,82-0499119,Estelle Phythien,Grocery,Chicken Breast,301,Internet Banking,4,$50.11 ,10/18/2021 9:42,Vietnam,Năm Căn,walmart.com,28-3710973,Y,
431,89-4874949,Claudian Prime,Outdoor Equipment,Tent,205,UPI,2,$202.13 ,7/18/2021 17:30,China,Hongtu,alibaba.com,45-6265104,Y,
432,37-7792016,Annabela McInility,Entertainment,Movie/DVD/BlueRay,501,Internet Banking,7,$143.24 ,1/31/2021 14:12,China,Jianba,ebay.com,05-2886561,N,Invalid Billing Address
433,00-8430443,Claiborne Purse,Outdoor Equipment,Tent,205,UPI,6,$319.89 ,1/28/2021 14:11,Indonesia,Pinggan,target.com,59-9785366,N,Invalid CVV
434,97-0341125,Prue Cossey,Entertainment,Board Game,505,UPI,10,$394.41 ,8/23/2021 14:34,China,Heshe,target.com,88-1650057,Y,
435,27-3262918,Pegeen Sibbering,Home Goods,Blankets,702,Card,1,$40.03 ,6/19/2021 22:20,Ukraine,Horodnytsya,target.com,41-9423919,Y,
436,30-8079874,Chrissy Glasscock,Health & Beauty,Chicken Breast,801,UPI,2,$53.37 ,12/4/2021 14:56,Chin,Xiachen,costco.com,95-6286255,Y,
437,09-4964690,Leo Samwell,Clothing,Suit Jacket,403,UPI,6,$539.44 ,11/27/2021 6:33,Indonesia,Parajara,ebay.com,06-0955266,Y,
438,69-1358707,Gayle Reany,Entertainment,CD,502,UPI,3,$271.78 ,9/3/2021 15:40,Russia,Zarya,costco.com,93-4957747,Y,
439,62-2095290,Ermin Burgise,Electronics,Bread,305,Internet Banking,3,$16.23 ,5/23/2021 7:50,Norway,Haugesund,samsclub.com,44-3609762,Y,
440,81-8914882,Wilfred Santry,Office Supplies,Pen,101,Wallet,5,$25.01 ,8/25/2021 17:45,Pluto,Vichadero,samsclub.com,78-1490381,N,Invalid Card Number
441,37-7467283,Sissie Craft,Outdoor Equipment,Tent,205,Internet Banking,6,$419.70 ,12/3/2021 23:20,Armenia,Bagratashen,costco.com,32-6287246,Y,
442,02-6431494,Moshe Rustman,Electronics,Laptop,1,Internet Banking,1,$399.38 ,4/20/2021 18:07,Malawi,Dedza,walmart.com,81-3482204,N,Invalid Billing Address
443,64-2555564,Abe Kyttor,Health & Beauty,Deodorant,803,Internet Banking,9,$81.35 ,10/2/2021 12:27,China,Zhangcun,costco.com,21-6521305,Y,
444,46-0497325,Axel Benedidick,Entertainment,Movie/DVD/BlueRay,501,Wallet,4,$54.56 ,3/20/2021 6:13,Nicaragua,Juigalpa,alibaba.com,91-7723439,N,Invalid Card Number
445,21-5958107,Nick Mercy,Outdoor Equipment,Gardening Shovel,202,Internet Banking,3,$112.74 ,11/11/2021 14:33,Poland,Rawa Mazowiecka,walmart.com,60-3252972,Y,
446,32-6971238,Nicolette Seager,Office Supplies,Stapler,103,Wallet,2,$13.49 ,11/12/2021 7:00,Armenia,Dashtavan,ebay.com,58-4812429,Y,
447,36-9558129,Byrle Labarre,Clothing,Shoes,405,Card,5,$397.85 ,10/6/2021 9:23,China,Cuogang,amazon.com,16-4083268,Y,
448,37-9718355,Brendan Batten,Automotive,Floor Mat,605,Wallet,10,$334.03 ,5/3/2021 4:23,Indonesia,Rupe,ebay.com,91-4358356,Y,
449,83-5651291,Donelle Gomez,Outdoor Equipment,Hatchet,203,Card,5,$309.10 ,11/21/2021 11:45,Ukraine,Borodino,costco.com,97-7858923,Y,
450,11-0764246,Laurena Betham,Grocery,Bread,305,Internet Banking,2,$15.17 ,10/27/2021 6:28,Philippines,Madamba,alibaba.com,26-7691992,Y,
451,56-3915008,Wylma Curd,Home Goods,Rugs,705,Card,2,$223.73 ,10/21/2021 1:24,Sweden,Skillingaryd,alibaba.com,79-9910819,Y,
452,61-6670025,Johna Loker,Automotive,Windshield Washer Fluid,602,Internet Banking,5,$171.69 ,5/24/2021 4:07,Cape Verde,Pombas,samsclub.com,98-9457287,Y,
453,41-2763471,Branden Biggans,Entertainment,Board Game,505,UPI,1,$27.59 ,1/21/2021 0:56,Slovenia,Bovec,costco.com,98-3989710,Y,
454,68-2450536,Fifi Whatmough,Clothing,Dress Shirt,401,Card,2,$122.87 ,7/24/2021 16:41,Indonesia,Waerana,walmart.com,16-3639681,N,Invalid Billing Address
455,28-6803657,Kellia Lakes,Office Supplies,Pen,101,UPI,5,$164.63 ,2/27/2021 14:35,Philippines,Puro Pinget,walmart.com,75-7364434,Y,
456,24-2163978,Coreen Quickfall,Automotive,Floor Mat,605,Internet Banking,7,$368.30 ,6/15/2021 16:16,Ivory Coast,Duekoué,amazon.com,35-2008506,Y,
457,06-8866723,Cahra Rosberg,Home Goods,Storge Container,704,Internet Banking,5,$206.06 ,4/9/2021 17:24,Ukraine,Yizhivtsi,ebay.com,47-9868224,Y,
458,76-7158388,Camel Etheridge,Home Goods,Blankets,702,Wallet,4,$246.42 ,9/28/2021 18:44,Kosovo,Dubova (Driloni),alibaba.com,09-6439002,Y,
459,94-7283638,Vivyanne Peacey,Entertainment,CD,502,UPI,1,$17.08 ,3/10/2021 8:57,China,Yandian,costco.com,42-1309857,Y,
460,96-4044519,Josephine Snaden,Outdoor Equipment,Tent,205,Wallet,6,$235.72 ,5/21/2021 13:48,Uzbekistan,Pop,alibaba.com,49-9397440,Y,
461,93-7984817,Cyrus Pirrone,Health & Beauty,Face Lotion,801,Internet Banking,10,$482.59 ,10/3/2021 3:15,Alabama,Silgueiros,alibaba.com,27-1299306,Y,
462,04-0062154,Brand Missington,Office Supplies,Pen,101,Card,10,$197.15 ,9/29/2021 16:16,Russia,Pavlovskiy Posad,costco.com,48-7501562,Y,
463,44-5845679,Korey Tordiffe,Clothing,Suit Jacket,403,Wallet,5,$179.34 ,7/28/2021 12:54,Russia,Tonkino,alibaba.com,79-3628274,N,Invalid Expiration Date
464,80-8770522,Martelle Casero,Electronics,TV,2,Wallet,1,$567.36 ,10/22/2021 19:03,Russia,Urshel’skiy,amazon.com,88-9438880,Y,
465,47-9243044,Solomon Matushevitz,Baby Products,Stroller,903,Wallet,9,$9.33 ,10/25/2021 15:08,Indonesia,Wonodadi,samsclub.com,76-1908558,Y,
466,36-7564425,Alejandra Risborough,Outdoor Equipment,Hatchet,203,UPI,3,$307.60 ,3/24/2021 7:43,Indonesia,Samangawah,aamazon.com,59-0982486,Y,
467,56-4582252,Richardo Gasking,Home Goods,Blankets,702,Wallet,3,$225.48 ,2/13/2021 0:29,Lithuania,Telsiai,amazon.com,72-8380000,Y,
468,39-6357141,Pasquale Brunker,Entertainment,Board Game,505,Wallet,3,$88.04 ,5/11/2021 23:23,Japan,Kameoka,samsclub.com,66-8884454,Y,
469,62-4141714,Zee Mouzone,Clothing,Shoes,405,Card,2,$308.60 ,6/5/2021 9:48,Mexico,La Cruz,amazon.com,84-1025440,Y,
470,70-3453799,Elmo Goudie,Electronics,Tablet,4,Wallet,2,$696.57 ,6/3/2021 12:05,United States,New York,target.com,44-6569709,Y,
471,61-8640072,Sylvan Naldrett,Electronics,Tablet,4,Internet Banking,3,$917.72 ,7/13/2021 15:50,North Korea,Kusŏng,walmart.com,81-5057528,Y,
472,65-8441480,Nona Javes,Health & Beauty,Shampoo,802,Wallet,7,$236.58 ,3/4/2021 6:09,Nauru,Anabar,target.com,72-6611673,Y,
473,70-5694992,Rubi Drage,Health & Beauty,Daily Multi-Vitamins,805,Card,7,$191.16 ,5/4/2021 6:28,South Africa,Senekal,costco.com,47-5456261,Y,
474,40-7765670,Randy Haswell,Entertainment,Dominoes,504,UPI,9,$330.02 ,10/26/2021 14:47,Philippines,Dapdapan,alibaba.com,50-6766760,Y,
475,16-3916384,Brenda Reams,Entertainment,CD,502,UPI,8,$454.35 ,12/21/2021 14:02,Vietnam,Bến Tre,target.com,41-0264799,N,Invalid Card Number
476,00-1833870,Patsy Colby,Health & Beaty,Shampoo,802,UPI,5,$102.23 ,5/10/2021 18:17,China,Beigang,samsclub.com,79-9857189,Y,
477,52-4454319,Alessandra Lucia,Outdoor Equipment,Gardening Shovel,202,Wallet,6,$556.58 ,10/28/2021 23:21,Thailand,Phutthaisong,alibaba.com,16-8593217,Y,
478,56-7810817,Fayina Klimczak,Health & Beauty,Engine Oil,601,UPI,3,$107.36 ,5/25/2021 15:00,Philippines,Cabay,alibaba.com,70-4008092,Y,
479,24-9789171,Leena Pougher,Office Supplies,Stapler,103,Internet Banking,7,$86.98 ,9/14/2021 18:27,China,Wujian,target.com,35-3907274,N,Invalid Expiration Date
480,79-1266503,Myles Stockey,Office Supplies,Ream of Paper,102,UPI,1,$7.65 ,1/24/2021 20:45,Tanzania,Mtwara,samsclub.com,37-4967389,Y,
481,91-8197658,Veriee Garey,Outdoor Equipment,Gardening Shoval,202,Internet Banking,5,$53.82 ,9/3/2021 20:36,Somalia,Ceerigaabo,target.com,21-2420689,Y,
482,72-1720264,Peirce Riccardelli,Electronics,Laptop,1,Internet Banking,2,$941.97 ,1/2/2021 13:52,Peru,Ferreñafe,ebay.com,31-3027469,Y,
483,25-1632854,Edmund Alejandri,Health & Beauty,Shampoo,802,Card,4,$65.01 ,6/16/2021 2:27,Nigeria,Lagos,costco.com,28-5624780,Y,
484,10-4487760,Peta Paradise,Entertainment,Movie/DVD/BlueRay,501,Card,1,$508.08 ,9/7/2021 22:16,Ukraine,Bratslav,target.com,41-3035654,Y,
485,87-0519059,Allister Montrose,Grocery,Shredded Cheese,304,Wallet,3,$48.03 ,12/23/2021 23:31,Belarus,Slawharad,ebay.com,30-8870011,Y,
486,21-5843256,Wakefield Tucker,Electranics,Desktop,3,UPI,2,$850.55 ,1/25/2021 13:31,Indonesia,Krajanpagowan,ebay.com,55-8200499,Y,
